u,v,length_m,highway
12315455135,12315455136,9.9,footway
12315455136,12315455142,1.9,footway
12315455142,12315455137,6.5,footway
12315455137,12315455126,11.8,footway
12315455129,12315455138,5.7,footway
12315455138,12315455139,6.7,footway
12315455139,12315455140,6.2,footway
12315455140,12315455141,4.7,footway
12315455141,12315455142,5.6,footway
12315455157,12315455158,12.2,service
12315455158,12315455159,9.7,service
12315455159,12315455160,10.6,service
12315455160,12315455161,10.4,service
12315455161,12315455162,14.1,service
12315455162,12315455163,29.1,service
12315455163,12315455164,8.4,service
12315455164,12315455165,7.5,service
12315455165,12315455166,7.0,service
12315455166,12315455167,6.7,service
12315455167,12315455168,4.9,service
12315455168,12315455169,4.0,service
12315455169,12315455170,3.4,service
12315455170,12315455171,3.7,service
12315455171,12315455172,4.0,service
12315455172,12315455173,9.6,service
12315455173,12315455174,2.8,service
12315455174,12315455175,3.4,service
12315455175,12315455176,3.4,service
12315455176,12315455177,7.0,service
12315455191,12315455252,10.2,footway
12315455252,12315455253,10.9,footway
12315455253,12315455254,10.3,footway
12315455254,12315455255,10.3,footway
12315455255,12315455277,2.3,footway
12315455277,12315455256,7.4,footway
12315455256,12315455257,9.0,footway
12315455257,12315455258,8.8,footway
12315455258,12315455259,9.3,footway
12315455259,12315455260,8.6,footway
12315455260,12315455261,14.6,footway
12315455261,12315455262,7.8,footway
12315455262,12315455263,7.2,footway
12315455263,12315455264,7.0,footway
12315455264,12315455265,8.4,footway
12315455266,12315455267,22.6,footway
12315455267,12315451697,9.2,footway
12315455268,12315455269,7.8,footway
12315455269,12315455270,10.5,footway
12315455270,12315455198,10.4,footway
12315455253,12315455271,10.7,footway
12315455271,12315455272,7.2,footway
12315455272,12315455273,9.5,footway
12315455273,12315455274,3.7,footway
12315455198,12315455275,10.2,footway
12315455275,12315455278,6.5,footway
12315455278,12315455274,4.0,footway
12315455274,12315455276,10.2,footway
12315455276,12315455281,13.0,footway
12315455281,12315455277,5.6,footway
12315455182,12315455279,8.2,footway
12315455279,12315455278,9.3,footway
12315455198,12315455279,21.0,footway
12315455279,12315455280,26.5,footway
12315455186,12315455280,9.3,footway
12315455280,12315455281,8.5,footway
12315455281,12315455253,22.2,footway
12315455285,12327802130,10.1,service
12327802130,12315455292,5.3,service
12315455292,12315455293,32.8,service
12315455293,12327802129,5.9,service
12327802129,12315455294,9.5,service
4740525301,12304715960,6.1,primary
12304715960,12304715959,26.7,primary
12304715959,4740525300,19.6,primary
4740525300,13533523200,14.9,primary
13533523200,12304715957,14.2,primary
12304715957,4740549427,12.0,primary
4740549427,13533526602,9.6,primary
13533526602,13533526601,8.5,primary
13533526601,436911707,7.7,primary
12315455317,12315455320,15.3,primary_link
12315455320,12315455321,5.0,primary_link
12315455321,12315455322,4.2,primary_link
12315455322,12315455323,3.6,primary_link
12315455323,12315455324,3.7,primary_link
12315455324,12315455325,3.1,primary_link
12315455325,12315455326,4.0,primary_link
12315455326,4658402957,5.9,primary_link
4658402957,12315455327,23.0,primary_link
12315455327,12315455328,13.6,primary_link
12315455328,4740525309,27.6,primary_link
12318706826,12318706827,17.2,service
12318706827,12318706828,19.7,service
9208701552,9208701553,30.4,service
9208701551,12318706840,5.0,service
12318706840,12318706841,3.3,service
12318706841,12318706842,3.8,service
12318706842,12318706843,10.5,service
12318706843,12318706844,3.3,service
12318706844,12318706845,4.2,service
12318706845,12318706846,17.4,service
4677674457,12318706855,40.6,footway
12318706855,12318706856,13.6,footway
12318706856,12318706857,6.8,footway
12318706857,12318706858,4.5,footway
12318706858,12318706859,27.6,footway
12318706859,12318706860,25.2,footway
12318706860,12318706861,22.6,footway
12318706861,12318706862,6.4,footway
12318706862,12318706853,39.4,footway
12318706863,12318706864,40.5,footway
12318706864,12318706865,7.7,footway
12318706865,12318706866,10.5,footway
4736916092,12318706881,10.4,primary
12318706881,3743134835,8.6,primary
3743134835,3956007602,9.3,primary
3956007602,3956007603,11.4,primary
3956007603,12318706880,224.5,primary
12318706880,12318706879,21.9,primary
12318706879,12318706878,20.6,primary
12318706878,12318706877,19.1,primary
12318706877,3956007608,17.3,primary
12305973895,12318709013,4.3,footway
12318709013,12318709014,5.1,footway
12318709014,12318709015,276.8,footway
12318709015,12318709016,3.8,footway
12318709016,12318709017,28.5,footway
12318709017,12318709018,110.1,footway
12318709018,12318709019,272.7,footway
12318709019,12318709020,10.0,footway
12318709020,12318709021,91.6,footway
12318709021,12318709022,134.3,footway
12318709022,12318709023,104.2,footway
12318709111,12318709097,26.5,footway
12318709097,12318709096,5.3,footway
12318709096,12318709095,5.8,footway
12318709095,12318709094,5.2,footway
12318709094,12318709093,10.4,footway
12318709093,12318709092,6.2,footway
12318709092,12318709091,6.3,footway
12318709091,12318709090,5.5,footway
12318709090,12318709089,5.8,footway
12318709089,12318709088,11.7,footway
12318709088,12318709087,5.7,footway
12318709087,12318709086,6.3,footway
12318709086,12318709085,6.5,footway
12318709085,12318709084,5.2,footway
12318709084,12318709083,8.7,footway
12318709083,12318709082,6.0,footway
12318709082,12318709081,5.9,footway
12318709081,12318709080,6.3,footway
12318709080,12318709079,5.5,footway
12318709079,12318709078,5.6,footway
12318709078,12318709077,10.1,footway
12318709077,12318709076,5.8,footway
12318709076,12318709075,5.2,footway
12318709075,12318709074,5.3,footway
12318709074,12318709073,4.7,footway
12318709073,12318709072,4.9,footway
12318709072,12318709071,6.4,footway
12318709071,12318709070,6.0,footway
12318709070,12318709068,5.0,footway
12318709068,12318709067,6.4,footway
12318709067,12318709066,5.8,footway
12318709066,12318709065,5.2,footway
12318709065,12318709064,12.3,footway
12318709064,12318709063,5.2,footway
12318709063,12318709043,4.4,footway
12318709043,12318709042,25.9,footway
12318709042,12318709041,7.2,footway
12318709041,12318709040,6.7,footway
12318709040,12318709039,11.2,footway
12318709039,12318709038,7.4,footway
12318709038,12318709037,5.7,footway
12318709037,12318709036,5.2,footway
12318709036,12318709035,5.8,footway
12318709035,12318709034,5.5,footway
12318709034,12318709033,4.2,footway
12318709033,12318709032,7.2,footway
12318709032,12318709031,6.4,footway
12318709031,12318709027,18.5,footway
12318709027,12318709026,38.9,footway
12318709026,12318709025,82.6,footway
12318709143,12318709145,37.4,service
12318709145,12318709146,7.8,service
12318709146,12318709147,7.1,service
12318709147,12318709148,7.7,service
12318709148,12318709149,28.5,service
12318709150,12318709151,17.6,footway
12318709151,12318709152,8.2,footway
12318709152,12318709153,7.0,footway
12318709153,12318709154,11.0,footway
12318709154,12318709155,9.8,footway
12318709155,12318709156,13.9,footway
12318709158,12318709159,56.3,service
4677735295,12318709160,57.1,service
6200369482,12318709163,10.9,unclassified
12318709163,4677735294,16.5,unclassified
4677735294,9342272155,33.3,unclassified
9342272155,12318709164,11.5,unclassified
12318709164,12318709165,11.0,unclassified
12318709165,12318709167,13.7,unclassified
12318709167,12318709166,26.4,unclassified
12318709185,12318709201,7.4,service
12318709201,12327752143,3.4,service
12327752143,12318709202,5.5,service
12318709202,12318709203,8.8,service
12318709203,12318709204,10.6,service
12318709204,12318709205,5.0,service
12318709205,12318709206,4.2,service
12318709206,12318709207,4.1,service
12318709207,12318709208,4.2,service
12318709208,12318709228,7.8,service
12318709228,12318709229,7.1,service
12318709229,12318709230,6.8,service
12318709230,12318709231,13.4,service
12318709231,12318709232,14.2,service
12318709232,12318709212,16.5,service
12318709212,12318709233,9.9,service
12318709233,12318709234,8.5,service
12318709234,12318709235,9.9,service
12318709235,12318709236,71.4,service
12318709236,12318709247,23.1,service
12318709247,12318709248,21.0,service
12318709248,12318709249,20.7,service
12318709249,12318709250,15.7,service
12318709250,12318709251,17.7,service
12318709251,12318709252,11.0,service
12318709252,12318709254,12.4,service
12318709254,12318709255,176.3,service
12318709255,12358246711,70.4,service
12358246711,12358246718,42.0,service
12358246718,12358246712,24.1,service
12358246712,12358246743,23.8,service
12358246743,12318709256,3.2,service
12318709256,12318709257,38.2,service
12318709257,12318709258,5.9,service
12318709258,12318709259,5.1,service
12318709259,12318709260,5.4,service
12318709260,12318709261,4.8,service
12318709261,12318709262,5.9,service
12318709262,12358246760,7.7,service
12358246760,12318709263,2.1,service
12318709263,12318709264,8.7,service
12318709264,12358246759,11.5,service
12358246759,12318709265,2.3,service
12318709265,12318709227,63.3,service
12318709227,12318709253,45.3,service
12318709253,12318709284,26.0,service
12318709284,12327752164,26.2,service
12318709237,12318709238,28.4,footway
12318709240,12318709237,11.1,steps
12318709237,12318709239,12.4,steps
12318709238,12318709241,2.4,steps
12318709241,12318709242,3.2,steps
12318709242,12318709243,3.1,steps
12318709243,12318709244,2.2,steps
12318709244,12318709245,2.7,steps
12318709245,12318709246,5.3,steps
12318709195,12318709267,12.6,footway
12318709267,12318709268,16.4,footway
12318709268,12318709269,16.8,footway
12318709269,12318709270,54.6,footway
12318709270,12318709271,15.3,footway
12318709271,12318709272,25.8,footway
12318709272,12318709273,12.2,footway
12318709273,12318709274,23.7,footway
12318709274,12318709281,23.8,footway
12318709281,12318709282,28.4,footway
12318709282,12318709283,29.0,footway
12318709283,12318709285,21.7,footway
12318709285,12318709286,27.6,footway
12318709286,12318709287,31.4,footway
12318709287,12318709288,32.9,footway
12318709288,12318709289,88.4,footway
12318709289,12318709299,162.8,footway
12318709299,12318709294,8.8,footway
12318709294,12318709295,29.1,footway
12318709295,12318709298,58.7,footway
12318709298,12318709297,57.3,footway
12318709297,12318709296,46.5,footway
12318709296,12358004422,11.3,footway
12358004422,12318709284,16.2,footway
12318709239,12318709275,3.6,footway
12318709275,12318709272,4.6,footway
12318709240,12318709276,2.8,footway
12318709276,12318709274,6.0,footway
12318709283,12318709251,12.4,steps
12318709289,12318709255,14.9,steps
12318709298,12318709265,10.4,steps
12318709256,12318709299,12.9,steps
12318709300,12318709301,29.2,footway
12318709302,12318709300,11.1,steps
12318709300,12318709303,12.1,steps
12318709303,12318709294,4.0,footway
12318709302,12318709295,5.3,footway
12318709268,12327752144,18.3,steps
12327752167,12327752168,24.7,primary
3956007568,12327752167,13.9,primary
12327752181,12327752182,34.8,service
12327752183,12327752184,25.4,footway
12327752185,12327752186,28.2,footway
12327752189,12327752190,45.9,service
12327752190,12327752191,21.6,service
4658585817,12327752198,28.8,footway
12327752199,12327752200,22.2,footway
12327802101,12327802102,35.1,footway
12327802103,12327802104,30.0,footway
12327802105,12327802106,45.0,footway
12327802107,12327802108,23.5,footway
12327802109,12327802110,26.6,footway
12327802113,12327802114,89.0,service
12327802120,12327802122,27.5,footway
12327802122,12327802121,29.1,footway
12327802122,12327802123,50.4,footway
12327802123,12327802124,27.5,footway
10831435193,10831436516,37.0,tertiary
10831436516,414664590,6.2,primary
12338850251,12338850252,6.2,tertiary_link
12338850252,12338850253,5.1,tertiary_link
12338850253,12338850254,8.3,tertiary_link
12338850257,12338850258,28.1,tertiary_link
12338850258,12338850259,6.7,tertiary_link
12338850259,12338850248,18.0,tertiary_link
12338850265,12338850266,15.3,residential
12338850266,12338850267,5.5,residential
12338850267,12338850268,8.1,residential
12338850264,12338850273,17.3,residential
12338850273,12338850270,10.5,residential
12338850270,12338850271,17.2,residential
12338850271,530290021,26.5,residential
12338935695,6015522825,78.0,residential
12342361331,12342361329,10.3,residential
12342361329,12342361328,10.5,residential
12342361328,12342361327,13.3,residential
12342361327,12342361326,22.9,residential
12342361326,12342361342,2.1,residential
12342361342,12342361325,2.7,residential
12342361325,12342361324,3.7,residential
12342361324,12342361323,13.4,residential
12342361323,12342361322,23.9,residential
12342361331,12342361332,8.4,service
12342361332,12342361333,9.8,service
12342361333,12342361334,15.8,service
12342361334,12342361335,26.9,service
10831436500,12342361330,19.3,residential
12342361330,12342361331,1.2,residential
12342361381,12342361382,34.5,service
12342361439,12342361440,34.2,service
12342361440,12342361441,43.7,service
12342810163,12342810164,10.4,residential
12342810164,12342810165,19.2,residential
12342810165,903866853,46.8,residential
12342810165,12342810166,23.7,service
12342880591,12342880597,16.9,service
12342880597,12342880592,37.3,service
12342880592,12342880593,2.7,service
12342880593,12342880594,10.9,service
12342880594,12342880595,3.9,service
12342880595,12342880596,52.2,service
12342880597,12342880598,15.1,service
12342880598,12342880599,32.8,service
12342880599,529458563,28.8,service
12342880600,12342937701,76.8,residential
12342937701,12342937702,36.8,residential
12342880599,12342937703,26.4,service
12342937718,12342937719,72.8,service
12342937726,12342937725,25.7,residential
12342937725,12342937720,23.3,residential
12342937720,12342937721,38.6,residential
12342937721,12342937722,38.5,residential
12342937722,12342937723,42.8,residential
12342937723,12342937719,8.5,residential
12342937719,12342937724,13.3,residential
12342937793,12342937794,134.9,residential
12342937794,529804460,38.3,residential
12318709195,12318709196,8.6,cycleway
12318709196,12318709197,6.2,cycleway
12318709197,12318709198,4.8,cycleway
12318709198,12318709199,5.2,cycleway
12318709199,12318709200,4.3,cycleway
12318709200,12318709209,6.4,cycleway
12318709209,12327752144,10.0,cycleway
12327752144,12318709210,2.6,cycleway
12318709210,12318709211,13.2,cycleway
12318709211,12318709212,12.8,cycleway
12318709212,12318709213,42.5,cycleway
12318709213,12318709214,9.9,cycleway
12318709214,12318709215,40.1,cycleway
12318709215,12318709216,31.3,cycleway
12318709216,12318709217,13.6,cycleway
12318709217,12318709218,66.7,cycleway
12318709218,12318709219,91.0,cycleway
12318709219,12318709220,58.3,cycleway
12318709220,12318709221,111.8,cycleway
12318709221,12358246715,16.8,cycleway
12358246715,12318709222,49.5,cycleway
12318709222,12358246744,30.1,cycleway
12358246744,12358246745,29.6,cycleway
12358246745,12318709223,18.0,cycleway
12318709223,12318709224,14.7,cycleway
12318709224,12318709225,28.5,cycleway
12318709225,12318709226,65.6,cycleway
12318709226,12318709227,35.7,cycleway
12318709227,12318709253,45.3,cycleway
12318709253,12318709284,26.0,cycleway
12318709284,12327752164,26.2,cycleway
12327752164,12358246764,5.3,cycleway
12358246764,12327752165,22.1,cycleway
12327752165,12358004423,21.2,cycleway
12358004423,12358004424,10.2,cycleway
12358004424,12358004425,8.4,cycleway
12358004425,12358004426,8.3,cycleway
12358004426,6647012047,21.3,cycleway
6647012047,12358004427,17.2,cycleway
12358004427,12358004428,51.4,cycleway
12358004428,12358004442,197.2,cycleway
4736916100,12358004421,33.1,primary
12358004421,4736916098,27.0,primary
12327752164,12358004429,48.9,service
12358004421,12327752164,30.4,service
12327752165,12358004446,11.1,footway
12358004446,12358004430,55.3,footway
12358004430,12358004445,160.5,footway
12358004445,12358004453,11.3,footway
12358004453,12358004477,70.7,footway
12318709266,12358004431,45.2,service
12358004431,12358004432,21.6,service
12358004432,12358004437,16.6,service
12358004437,12358004438,17.4,service
12358004438,12358004443,126.9,service
12318709266,12358004427,7.6,service
12358004427,6647012047,17.2,service
6647012047,12358004426,21.3,service
12358004426,12358004425,8.3,service
12358004425,12358004424,8.4,service
12358004424,12358004423,10.2,service
12358004423,12327752165,21.2,service
12327752165,12358246764,22.1,service
12358246764,12327752164,5.3,service
12358004444,12358004454,35.9,service
12358004454,12358004439,91.5,service
12358004439,12358004441,18.0,service
12358004441,12358004440,16.2,service
12358004440,12318709266,21.3,service
12358004440,12358004432,45.4,service
12358004441,12358004437,45.7,service
12358004439,12358004438,45.5,service
12358004430,6647012047,14.3,steps
12358004444,12358004452,13.4,service
12358004452,12358004450,15.8,service
12358004450,12358004443,17.5,service
12358004453,12358004454,14.7,steps
12358004476,12358004477,16.7,service
12358004477,12358004478,12.4,service
12358004478,12358004479,10.8,service
12358004479,12358004480,8.1,service
12358004480,12358004481,24.0,service
12358004481,12358004482,4.2,service
12358004482,12358004483,4.2,service
12358004483,12358004484,4.2,service
12358004484,12358004485,5.5,service
12358004445,4736916109,16.0,steps
12358010037,12358010038,49.2,service
12358010041,12358010042,53.6,service
12358246711,12358246735,12.1,footway
12358246735,12358246742,16.5,footway
12358246742,12358246728,6.6,footway
12358246728,12318709221,7.4,footway
12358246712,12358246717,11.3,footway
12358246717,12358246729,6.7,footway
12358246729,12358246721,13.3,footway
12358246721,12358246713,3.4,footway
12358246713,12358246719,23.3,footway
12358246719,12358246714,25.5,footway
12358246715,12358246714,7.9,footway
12358246714,12358246727,3.7,footway
12358246727,12358246733,12.7,footway
12358246733,12358246716,6.9,footway
12358246716,12358246720,23.9,footway
12358246720,12358246717,23.8,footway
12358246718,12358246720,11.3,footway
12358246720,12358246730,4.0,footway
12358246730,12358246724,7.7,footway
12358246724,12358246719,11.7,footway
12358246721,12358246722,8.1,footway
12358246722,12358246723,8.2,footway
12358246723,12358246724,9.0,footway
12358246724,12358246725,6.7,footway
12358246725,12358246726,9.0,footway
12358246726,12358246727,10.7,footway
12358246727,12358246728,17.9,footway
12358246729,12358246730,23.9,footway
12358246730,12358246731,8.1,footway
12358246731,12358246732,8.4,footway
12358246732,12358246733,8.0,footway
12358246733,12358246734,4.4,footway
12358246735,12358246736,4.8,footway
12358246736,12358246737,3.9,footway
12358246737,12358246738,3.5,footway
12358246738,12358246734,4.4,footway
12358246734,12358246739,3.4,footway
12358246739,12358246740,3.9,footway
12358246740,12358246741,4.8,footway
12358246741,12358246742,6.4,footway
12358246743,12358246747,19.3,footway
12358246747,12358246751,11.0,footway
12358246751,12358246744,12.7,footway
12318709259,12358246749,23.1,footway
12358246749,12358246746,7.2,footway
12358246746,12358246745,13.4,footway
12318709224,12358246746,28.2,footway
12358246746,12358246750,14.3,footway
12358246750,12358246747,25.5,footway
12358246747,12358246717,28.0,footway
12358246758,12358246757,7.8,footway
12358246757,12358246756,8.3,footway
12358246756,12358246755,6.8,footway
12358246755,12358246761,2.4,footway
12358246761,12358246754,5.3,footway
12358246754,12358246753,4.5,footway
12358246753,12358246752,3.9,footway
12358246752,12358246748,3.6,footway
12358246748,12358246749,11.7,footway
12358246749,12358246750,16.6,footway
12358246750,12358246751,23.0,footway
12358246751,12358246713,28.8,footway
12358246759,12358246758,24.5,footway
12358246758,12318709225,13.0,footway
12358246760,12358246761,21.3,footway
12318709226,12358246762,63.7,footway
12318709253,12358246763,18.3,footway
12358246763,12358246762,35.3,footway
12358246764,12358246771,14.1,footway
12358246771,12358246765,11.3,footway
12358246765,12358246766,16.4,footway
12358246766,12358246767,40.0,footway
12358246767,12358246768,9.8,footway
12358246768,12358246769,28.3,footway
12358246769,12358246762,13.5,footway
12358246769,12358246770,42.4,footway
12358246770,12358246771,31.2,footway
4677735223,4677735225,25.7,residential
4677735225,12381251691,6.5,residential
12381251691,12381251692,7.2,residential
12381251692,12381251693,7.1,residential
12381251693,4677735271,7.0,residential
4677735271,12381251695,6.4,residential
12381251695,12381251696,7.0,residential
12381251696,4677735226,9.1,residential
4677735226,4677735227,60.0,residential
12381251687,12381251688,16.9,footway
12381251688,12381251689,89.2,footway
12381251689,12381251690,157.7,footway
12381251690,4677735256,8.1,footway
12381251686,9211959812,29.6,residential
6647012025,12381251697,4.0,tertiary_link
12381251697,12381251698,4.4,tertiary_link
12381251698,12381266307,2.1,tertiary_link
12381266307,12381251699,2.5,tertiary_link
12381251699,12381251700,5.5,tertiary_link
12381251700,12381266301,5.2,tertiary_link
12381266301,12381266302,4.9,tertiary_link
12381266302,12381266303,5.0,tertiary_link
12318709246,12381266305,3.0,footway
12381266305,12381266304,8.6,footway
12318709246,12381266307,4.7,footway
12381266307,12381266306,4.7,footway
3956007586,12381266308,7.8,service
12381266308,12381266311,25.5,service
12381266311,12381266309,20.3,service
12381266309,12381266310,38.1,service
12381266311,12381266312,41.9,service
12381266308,12381266313,41.4,service
12381266314,12381266315,29.3,service
12381266317,12318709301,12.9,steps
12318709301,12381266318,13.1,steps
4736916098,12381266319,7.7,tertiary
12381266319,3956007568,10.4,tertiary
4677614570,12381266323,9.5,tertiary_link
12381266323,12381266324,4.9,tertiary_link
12381266324,12381266325,4.8,tertiary_link
12381266325,12381266326,4.7,tertiary_link
12381266326,12381266327,5.6,tertiary_link
12381266327,12381266322,8.3,tertiary_link
12381266329,12381266330,29.6,footway
12385816080,12385816081,8.9,steps
12385816082,12385816080,5.6,path
12385816085,12385816084,22.1,steps
529815679,12385816089,32.6,path
12385816089,12385816088,23.5,path
12385816088,12385816087,25.6,path
12385816087,12385816086,28.8,path
12385816086,2818013369,47.8,path
12385823579,13584911284,55.3,unclassified
13584911284,12385823578,78.1,unclassified
12385823583,12385823580,32.6,service
12385823580,13583414392,7.6,service
13583414392,12385823581,12.3,service
12385823581,12385823582,32.6,service
12385823582,12385823584,12.8,service
12385823584,12385823583,7.0,service
12385823585,12385823584,25.1,service
12385823587,13603910352,44.5,residential
13603910352,13065343617,20.5,residential
13065343617,13603910379,22.8,residential
13603910379,12385823586,26.9,residential
12438014636,12438014637,9.7,residential
12438014637,4677735213,76.3,residential
4677735219,12438049900,21.8,residential
12438049900,4677735232,21.5,residential
4677735232,4677614551,60.3,residential
4663562465,4677735245,72.6,unclassified
4677735245,4677735218,54.0,unclassified
4677735218,4677735231,42.2,residential
4677735231,4677614547,59.9,residential
4677735218,4677735250,52.3,unclassified
4677735250,4677735219,54.6,unclassified
6200369594,4677614545,69.8,residential
4677614544,4677614555,62.0,unclassified
4677614555,4677614545,90.0,unclassified
4677614545,4677614588,39.1,residential
4677614588,4677681890,34.9,residential
4677681890,4663562488,36.4,residential
4677614542,12438049950,28.1,unclassified
12438049950,4677614556,33.6,unclassified
4677614556,4663562488,56.3,unclassified
12438025245,12438025246,18.4,service
12438025247,12438025257,12.9,service
12438025257,12438025248,9.5,service
12438025248,12438025271,11.6,service
12438025271,12438025249,7.9,service
12438025249,12438025250,14.4,service
12438025251,12438025250,26.3,service
12438025250,12438025252,16.4,service
12438025253,12438025256,15.6,service
12438025256,12438025254,12.8,service
12438025254,12438025269,2.7,service
12438025269,12438025270,4.5,service
12438025255,12438025256,39.1,service
12438025257,12438025258,34.6,service
9331106526,12438025259,28.4,service
12438025259,12438025260,13.6,service
12438025261,12438025260,25.7,service
12438025260,12438025262,13.4,service
12438025263,12438025264,13.3,service
12438025264,12438025265,3.2,service
12438025265,12438025266,3.9,service
12438025266,12438025267,3.7,service
12438025268,12438025245,16.0,service
12438025298,12438025299,11.1,service
12438025299,12438025300,15.2,service
12438025300,12438049801,13.3,service
12438049801,12438049802,32.4,service
12438049802,12438049803,13.2,service
12438049803,12438049804,21.1,service
12438049804,12438049805,12.1,service
12438049805,12438049806,20.1,service
12438049806,12438049807,19.9,service
12438049807,12438049808,21.0,service
12438025299,12438049809,33.7,service
12438049809,12438049810,5.7,service
12438049810,12438049811,12.9,service
12438049812,12438049813,13.4,service
12438049813,12438049814,7.1,service
12438049814,12438049815,4.8,service
12438049815,12438049816,13.0,service
12438049818,12438049819,23.1,service
12438049819,12438049820,9.3,service
12438049820,12438049821,3.5,service
12438049821,12438049822,5.6,service
12438049822,12438049823,4.9,service
12438049823,12438049824,5.6,service
12438049824,12438049825,6.7,service
12438049825,12438049826,25.4,service
12438049826,12438049827,38.2,service
12438049819,12438049828,14.6,service
12438049828,12438049829,10.3,service
12438049829,12438049830,9.1,service
12438049830,12438049827,26.4,service
12438049827,12438049831,22.4,service
4677735264,9211959812,44.0,service
3956007591,12381266305,30.7,tertiary
12381266305,6647012025,13.1,tertiary
12438049887,12438049888,45.3,service
12438049888,12438049889,16.4,service
12438049889,12438049890,45.2,service
12438049889,12438049891,23.4,service
12438049892,12438049893,91.4,service
12438049894,12438049895,94.7,service
12438049896,12438049897,33.8,service
12438049897,12438049898,27.2,service
12438049898,12438049899,22.7,service
12438049900,12438049902,85.0,service
12438049902,12438049901,3.8,service
12438049902,12438049903,21.0,service
12438049904,12438049905,99.8,service
12438049905,12438049906,23.3,service
12438049914,12438049920,27.9,service
12438049920,12438049915,10.1,service
12438049915,12438049916,13.3,service
12438049916,12438049918,47.9,service
12438049918,12438049919,13.4,service
12438049919,12438049915,47.9,service
12438049917,12438049916,17.7,service
12438049920,12438049921,12.2,service
12438049931,12438049932,16.5,service
12438049932,12438049933,62.5,service
12438049939,12438049940,6.5,service
12438049940,12438049941,42.2,service
12438049946,12438049947,46.3,service
12438049948,12438049949,46.0,service
12438049950,12438049951,99.6,service
12438049952,12438049951,31.0,service
12438049951,12438049953,29.5,service
12438049965,12438049966,53.9,service
12438049967,12438049968,47.0,service
12438049975,12438049976,46.2,service
12438049977,12438049978,43.0,service
12438049978,12438049979,17.6,service
12381266322,12381266321,10.9,tertiary
12381266321,12381266320,8.1,tertiary
12381266320,3956007571,6.5,tertiary
3956007571,3956007570,6.1,tertiary
3956007570,3956007568,9.1,tertiary
12438049984,12438049985,26.0,service
12438049986,12438049987,25.6,service
12438049988,12438049989,25.4,service
12438049993,12438049994,25.1,service
12438050002,12438050006,59.0,service
12438050006,12438050004,42.6,service
12438050004,12438050003,12.9,service
12438050004,12438050005,32.1,service
12438050006,12438050007,15.8,service
12438050008,12438050009,42.2,service
12438050012,12438050013,16.7,service
12438050014,12438050015,16.4,service
12438050016,12438050017,25.9,service
12438050018,12438050019,8.8,service
12438050019,12438050020,3.1,service
12438050021,12438050020,9.2,service
12438050020,12438050025,17.3,service
12438050025,12438050022,10.8,service
12438050023,12438050024,11.8,service
12438050024,12438050025,5.5,service
12438050020,12438050026,32.0,service
12438050025,12438050027,30.3,service
12438050028,12438050029,56.6,service
12438050030,12438050031,44.5,service
12438050032,12438050033,23.6,service
12438050034,12438050038,8.7,service
12438050038,12438050040,18.2,service
12438050040,12438050042,19.5,service
12438050042,12438050035,17.3,service
12438050035,12438050036,69.6,service
12438050037,12438050038,74.1,service
12438050039,12438050040,72.7,service
12438050041,12438050042,71.1,service
4677735313,12438050043,44.3,service
12438050044,12438050043,20.7,service
12438050043,12438050045,27.1,service
12438050046,12438050047,34.9,service
12438050048,12438050049,31.8,service
12438050051,12438050055,34.0,service
12438050055,12438050052,6.1,service
12438050053,12438050048,12.6,service
12438050048,12438050055,17.9,service
12438050055,12438050054,18.5,service
12438050056,12438050054,33.5,service
12438050057,12438050058,34.7,service
12438050059,12438050060,33.4,service
12438050061,12438050062,24.1,service
12438050062,12438050063,33.9,service
12438050063,12438050064,16.9,service
12438050064,12438050065,10.9,service
12438049933,12438050067,19.6,service
12438050067,12438050066,22.7,service
12438050067,12438050068,27.5,service
12511769042,12511769043,9.1,service
12511769043,12511769044,5.4,service
12511769044,12511769045,12.1,service
12511769045,12511769046,18.9,service
12511769046,12511775722,47.1,service
12511775722,12525922249,12.6,service
12511769045,12511769047,41.9,service
12511769047,12511769048,10.3,service
12511769048,12511769049,10.8,service
12511769049,12511769050,20.9,service
12512219226,12512219225,20.4,tertiary
529470116,12512219226,42.0,tertiary
12512219225,12512219224,25.6,tertiary_link
12512219224,12512219223,30.0,tertiary_link
12512219223,12512219222,16.6,tertiary_link
12512219222,12512219221,10.6,tertiary_link
12512219229,12512219228,29.7,tertiary_link
12512219228,12512219227,16.7,tertiary_link
12512219227,12512219226,26.0,tertiary_link
12525922259,12525922260,4.3,cycleway
12525922260,12525922261,13.6,cycleway
12525922261,12525922262,11.5,cycleway
12525922252,12525922263,13.1,tertiary_link
12525922263,12525922264,29.1,tertiary_link
12525922264,12525922265,15.1,tertiary_link
12525922252,12525922250,10.9,tertiary_link
12525922250,12525922251,7.7,tertiary_link
12525922251,529483736,9.5,tertiary_link
529483736,12525922265,32.3,tertiary
12525922265,529483738,18.1,tertiary
529483738,529483735,78.0,tertiary
529483735,529483734,84.9,tertiary
529483734,530286879,70.2,tertiary
530286879,529483733,34.2,tertiary
529483733,12525941040,51.4,tertiary
12525941040,529483732,7.2,tertiary
529483732,12525941010,27.4,tertiary
12525922266,12525922270,15.0,service
12525922270,12525922267,39.0,service
12525922267,12525922268,12.3,service
12525922268,12525922269,40.3,service
12525922269,12525922270,8.6,service
12525922271,12525922272,50.6,service
12525922273,12525922274,52.8,residential
12525922274,12525922275,34.1,residential
12525922275,12525922276,8.3,residential
