u,v,length_m,highway
10828183421,10828183428,22.1,secondary
10828183428,529807848,1.1,secondary
529807848,436736920,21.2,secondary
436736920,436736919,17.9,secondary
436736919,10828183435,6.6,secondary
2260026894,529470324,36.3,tertiary
529470324,529470320,22.1,tertiary
529470320,529470318,107.4,tertiary
529470318,530278159,106.9,tertiary
530278159,530278257,282.9,tertiary
530278257,529470373,122.1,tertiary
529470373,529470371,75.8,tertiary
529470371,529470368,45.6,tertiary
529470368,11079771518,15.5,tertiary
11079771518,5373391888,222.9,tertiary
5373391888,5373391893,159.9,tertiary
5373391893,5373391900,57.4,tertiary
5373391900,5373391894,37.3,tertiary
5373391894,529470360,81.1,tertiary
529470360,5373391901,197.9,tertiary
5373391901,12290929366,47.0,tertiary
12290929366,436666886,23.3,tertiary
5373465619,5373466836,18.3,tertiary
5373466836,5373465620,14.0,tertiary
5373465620,12338850254,6.1,tertiary
12338850254,5373466821,21.3,tertiary
4824240264,10864571465,10.1,residential
10864571465,10864571459,55.5,residential
10864571459,10864571460,25.7,residential
10864571460,10864571476,31.1,residential
10864571476,10864571478,46.4,residential
10864571478,10864571461,11.4,residential
10864571461,4824240271,73.2,residential
10864571460,10864571463,112.3,service
10864571463,10866146234,6.7,service
10866146234,10866146238,70.0,service
10866146238,10866146235,17.5,service
10866146235,2817924540,53.4,service
2817924540,10866146236,45.6,service
10866146236,10866146237,7.5,service
10864571465,10864571466,87.8,service
10864571467,10864571468,20.5,service
10864571468,10864571469,33.8,service
10864571469,10864571470,14.1,service
10864571470,10864571471,35.9,service
10864571471,10866146241,25.5,service
10866146241,10864571472,3.9,service
10864571472,10864571473,47.6,service
10864571473,10866146248,33.9,service
10866146248,10864571474,10.5,service
10864571474,10864571475,12.8,service
10864571476,10864571477,46.9,service
10864571478,10864571479,59.2,service
10864571479,10866146246,20.7,service
10866146246,10866146247,9.6,service
10866146247,10866146248,65.4,service
529458579,3657648949,65.9,tertiary
3657648949,529807745,28.8,tertiary
529807745,1882541657,15.4,tertiary
1882541657,529458580,22.3,tertiary
10864571463,10866146240,7.0,steps
10866146241,10866146242,37.9,service
10866146242,10866146243,20.8,service
10866146243,10866146244,11.2,service
10866146244,10866146245,14.8,service
10866175896,10866175897,15.7,path
10866175897,3759566197,2.3,path
2259058209,2259058580,49.3,tertiary
2259058580,2259058113,86.6,tertiary
2259058113,2519237026,55.3,tertiary
2519237026,2259058296,26.5,tertiary
2259058296,5372387402,13.2,tertiary
5372387402,2259058298,12.8,tertiary
2259058298,2259058305,26.9,tertiary
2259058305,2259058269,30.0,tertiary
2259058269,2259058133,40.8,tertiary
2259058133,2259057937,90.4,tertiary
2259057937,2519237088,23.5,tertiary
2519237088,5372387403,49.8,tertiary
5372387403,2259058431,43.5,tertiary
2259058431,2519237114,40.5,tertiary
2519237114,2259058683,33.6,tertiary
2259058683,2259058127,17.2,tertiary
2259058127,2259058066,22.7,tertiary
2259058066,2259058316,20.4,tertiary
2259058316,2519237187,14.7,tertiary
2519237187,2259058354,37.2,tertiary
2259058354,2911126395,46.1,tertiary
2911126395,2259058244,73.1,tertiary
2259058244,6146988300,125.8,tertiary
6146988300,436737724,20.4,tertiary
2259058562,2259058566,5.1,tertiary
2259058566,5372387400,8.1,tertiary
5372387400,2259058142,7.4,tertiary
2259058142,2259058262,19.2,tertiary
2259058262,2259058575,19.7,tertiary
2259058575,2259058284,24.8,tertiary
2259058284,2259058209,25.1,tertiary
2259058539,2259058685,63.8,tertiary
2259058685,6007183700,70.2,tertiary
6007183700,3793075189,23.8,tertiary
3793075189,2259057996,7.6,tertiary
2259057996,2259058587,100.8,tertiary
2259058587,2259058559,22.1,tertiary
2259058559,2259058731,21.0,tertiary
2259058731,3793075180,10.7,tertiary
3793075180,2259058286,19.6,tertiary
2259058286,530278270,121.0,tertiary
10867846417,10867846418,19.6,residential
10867846418,11518968624,9.6,residential
11518968624,3793075203,7.6,residential
13108514902,11518968780,3.1,residential
11518968780,11518968781,10.0,residential
11518968781,11518968782,29.5,residential
11518968782,11518968783,20.6,residential
11518968783,11518968784,16.4,residential
11518968784,11518968785,20.5,residential
11518968785,11518968786,9.7,residential
11518968786,11518968787,20.0,residential
11518968787,13109934495,8.3,residential
13109934495,11518968788,19.3,residential
11518968788,11518968793,31.4,residential
11518968793,11518968789,14.9,residential
11518968789,11518968777,2.6,residential
11518968777,11518968790,10.2,residential
11518968790,11518968791,17.9,residential
11518968791,11518968792,10.1,residential
11518968792,10867846362,22.1,residential
10867846362,10867846361,28.4,residential
10867846361,10867846363,25.3,residential
10883977424,10883977425,201.1,tertiary
10883977425,10883977426,259.5,tertiary
10883977426,10883977427,93.9,tertiary
10883977427,14104631217,26.5,tertiary
14104631217,10883977428,18.5,tertiary
10883977428,10883977429,59.8,tertiary
10883977429,10883977430,42.2,tertiary
10883977430,12525941104,22.0,tertiary
12525941104,10883977431,32.4,tertiary
10883977431,12525941103,22.1,tertiary
12525941103,10883977432,23.6,tertiary
10883977432,12525941102,25.9,tertiary
12525941102,10883977433,28.4,tertiary
10883977433,12525941101,29.9,tertiary
12525941101,10883977434,31.3,tertiary
10883977434,12525941100,46.9,tertiary
12525941100,10883977435,48.4,tertiary
10883977438,10883977439,178.4,tertiary
10883977439,10883977440,717.0,tertiary
10883977440,10883977441,258.6,tertiary
10883977441,10883977442,151.0,tertiary
10883977442,10883977443,45.8,tertiary
10883977443,10883977444,27.7,tertiary
10883977444,10883977445,11.7,tertiary
10883977445,10883977446,28.3,tertiary
10883977446,13464372390,29.2,tertiary
13464372390,10883977448,36.8,tertiary
10883977448,10883977449,94.0,tertiary
10883977449,436737724,22.0,tertiary
10883977452,2259058291,35.4,tertiary_link
2259058291,2259058315,16.6,tertiary_link
10883977453,10883977452,21.2,tertiary_link
10883977455,10883977454,9.1,tertiary
10883977456,10883977455,68.1,tertiary
10883977451,10883977450,22.8,tertiary
10883977450,10883977437,26.8,tertiary
10883977437,10883977457,12.5,tertiary
10883977457,10883977456,49.9,tertiary
2259058467,2259058693,17.3,primary_link
2259058693,11062761569,13.7,primary_link
11062761569,2259058330,26.9,primary_link
2259058330,10858000044,49.7,primary_link
10858000044,2259058131,22.0,primary_link
10883977458,2259058467,8.4,primary_link
11015542779,10883977462,3.4,tertiary
10883977462,10883977459,5.1,tertiary
10883977459,10883977463,45.8,tertiary
10883977463,530286880,15.8,tertiary
312197992,10883977461,15.3,tertiary
10883977461,10883977460,9.4,tertiary
10883977462,2259058206,6.3,tertiary
2259058548,10883977463,18.6,tertiary
6479769501,10902214842,116.0,service
10902214842,10902214843,156.5,service
10902214843,10902214844,21.7,service
10902214844,10902214845,43.6,service
10902214845,10902214846,29.8,service
10902214846,10902214847,59.8,service
10902214843,10902214848,18.5,service
10902214848,10902214849,18.0,service
10902214849,10902214850,22.7,service
10902214850,10902214851,12.9,service
10902214851,10902214852,37.1,service
10902214852,10902214853,14.3,service
10902214853,10902214854,26.9,service
10902214854,10902214855,25.6,service
10902214855,5224648455,19.1,service
10857691431,13065341806,8.2,living_street
13065341806,12995923455,106.1,living_street
12995923455,13065341808,100.4,living_street
13065341808,13065341807,6.3,living_street
13065341807,12995923453,4.3,living_street
12995923453,10857691435,9.7,living_street
10857691435,10857691441,6.7,living_street
10857691441,10857691437,48.6,living_street
10857691437,10857691438,23.7,living_street
10857691423,10855840640,14.2,living_street
10855840640,10855840639,24.7,living_street
10855840639,10857691427,44.5,living_street
10857691427,10857691428,28.1,living_street
10857691428,10857691429,36.3,living_street
10857691429,10857691430,19.3,living_street
10857691430,10857691431,6.5,living_street
10968489010,10968489011,14.9,path
10968489011,10968489012,14.0,path
10968489012,10968489013,32.5,path
10968489013,10968489014,29.6,path
10968489014,10968489015,24.8,path
10968489015,10968489016,19.3,path
10968489016,10968489017,17.6,path
10968489017,904021064,11.9,path
10968489019,10968489020,64.3,footway
10968489020,10968489021,8.9,footway
10968489021,10968489022,9.8,footway
10968489022,10968489023,7.7,footway
10968489023,10968489024,8.3,footway
10968489024,10968489025,16.4,footway
10968489025,10968489026,4.7,footway
11015542778,11015542779,112.5,tertiary
10883977460,11015542778,64.8,tertiary
11063244784,11063244783,93.7,service
11063244783,11063244782,30.8,service
11063244782,11063244781,22.7,service
11063244781,11063244780,15.0,service
11063244794,11063244793,9.8,service
11063244793,11063244785,29.4,service
11063244785,11063244792,16.2,service
11063244792,529803956,61.0,service
529803956,529803951,53.0,service
529803951,11063244791,161.1,service
11063244791,11063244795,5.1,service
11063244795,11063244790,38.6,service
11063244790,11063244789,22.9,service
11063244789,11063244788,35.5,service
11063244788,11063244787,72.9,service
11063244787,11063244784,48.6,service
11063244784,11063244780,60.9,service
11063244780,11063244786,0.3,service
11063244786,11063244785,42.5,service
11063244796,11063244795,36.4,path
529470200,11063244798,12.5,service
11063244798,11063244797,37.4,service
11063244797,4800629746,21.2,service
11064166573,11064166575,13.6,service
11064166575,5224591937,44.5,service
5224591937,5224591938,89.0,service
5224591938,5224591939,61.0,service
5224591939,5224591940,88.4,service
5224591940,5224591941,46.4,service
5224591941,5224591942,11.5,service
5224591942,5224591943,10.8,service
5224591943,5224591944,135.0,service
5224591944,5224591945,11.5,service
5224591945,6146988079,14.7,service
6146988079,5224591946,20.4,service
5224591946,5224591947,159.2,service
11079771522,11079771523,93.1,residential
11079771523,530282339,61.6,residential
530290073,11079771524,70.8,service
11079771524,11079771525,54.5,service
530290141,530290075,41.8,service
530290051,13108208383,12.9,service
13108208383,11079771531,100.4,service
11079771532,11079771533,112.9,service
530290044,5373440849,119.6,service
11104981103,11104981100,25.0,footway
11104981099,11104981100,54.1,service
11104981100,11104981101,62.0,service
11104981101,11104981102,22.5,service
11104981102,11104981103,63.0,service
11116533444,529807776,8.3,living_street
11116533444,11116533445,58.1,living_street
11116533454,11116533518,11.3,living_street
11116533518,11116533455,15.3,living_street
11116533455,11116533456,33.1,living_street
11116533455,11116533457,33.4,living_street
11116533518,11116533519,21.3,living_street
11116533520,11116533521,35.3,living_street
11116533521,11116533522,9.0,living_street
10857999909,11119108133,13.9,residential
11119108133,11119108134,20.3,residential
11119108134,11119108135,21.8,residential
11119108135,11119108136,6.5,residential
11119108136,11119108137,6.1,residential
11119108137,10857705920,8.1,residential
11170799304,11170799305,29.6,path
11170799305,11170799306,22.5,path
6478182314,11170799307,12.1,service
11170799307,11170799308,34.6,service
11170799308,11518969899,12.1,service
11518969899,11170799309,21.8,service
11170799309,11170799310,16.0,service
11170799310,11170799311,25.3,service
11170799311,11518969898,15.1,service
11518969898,11170799312,18.2,service
11170799312,6477475962,36.6,service
11170799328,11170799329,18.3,path
11174878082,11174878083,69.7,cycleway
11174878083,11174878084,34.9,cycleway
11174878084,11174878085,105.6,cycleway
11174878085,11174878086,116.6,cycleway
11174918765,11174918766,39.7,cycleway
11174918766,11174918767,22.4,cycleway
11174918767,11174918768,19.1,cycleway
11174918768,11174918769,36.5,cycleway
11174918769,11174918770,29.8,cycleway
11174918770,11174918771,19.3,cycleway
11174918771,11174918772,23.1,cycleway
11174918772,11174918773,24.1,cycleway
11174918773,11174918774,23.5,cycleway
11174918774,11174918775,31.0,cycleway
11174918775,11174918776,26.1,cycleway
11174918776,11174918777,21.2,cycleway
11174918777,11174918778,25.6,cycleway
11174918778,11174918779,112.4,cycleway
11174918779,11174918780,74.1,cycleway
11174918780,11174918781,73.2,cycleway
11174918781,11174918782,61.0,cycleway
11174918782,11174918783,61.2,cycleway
11174918783,11174918784,13.4,cycleway
11174918784,11174918785,10.1,cycleway
11174918785,11174918786,13.1,cycleway
11174918786,11174918787,19.0,cycleway
11174918787,11174918788,16.8,cycleway
11174918788,11174918789,26.4,cycleway
11174918789,11174918790,24.9,cycleway
11174918790,11174918791,18.9,cycleway
11174918791,11174918792,19.7,cycleway
11174918792,11174918793,26.1,cycleway
11174918793,11174918794,34.8,cycleway
11174918794,11174918795,29.3,cycleway
11174918795,11174918796,28.4,cycleway
11174918796,11174918797,72.7,cycleway
11174918797,11174918798,5.6,cycleway
11174918798,13473114006,18.8,cycleway
13473114006,13473114007,12.9,cycleway
13473114007,13473114008,38.2,cycleway
13473114008,13473114009,6.3,cycleway
13473114009,9313410536,6.4,cycleway
11180789672,11180789671,14.1,path
11180789671,11180789670,11.3,path
11180789670,11180789669,9.8,path
11180789669,11180789668,11.7,path
11180789668,11180789667,7.7,path
11180789667,11180789666,12.2,path
11180789666,11180789665,17.3,path
11180789665,11180789664,10.6,path
11180789664,11180789663,2.9,path
11180789663,11180789662,39.2,path
11180789662,11180789661,10.2,path
11180789661,11180789660,22.8,path
11180789660,11180789659,12.5,path
11180789659,11180789658,19.9,path
11180789658,11180789657,25.5,path
11180789657,11180789656,11.2,path
11180789656,11180789655,6.7,path
11180789655,11180789654,5.3,path
11180789654,11180789653,9.5,path
11180789653,11180789652,12.4,path
11180789652,11180789651,16.5,path
11180789651,11180789650,20.2,path
11180789650,11180789649,6.7,path
11180789649,11180789648,22.1,path
11180789648,11180789647,21.0,path
11180789647,11180789646,15.1,path
11180789646,11180789645,27.3,path
11180789645,11180789644,15.3,path
11180789644,11180789643,30.9,path
11180789643,11180789642,24.1,path
11180789642,11180789641,16.9,path
11180789641,11180789640,40.0,path
11180789640,11180789639,11.8,path
11180789639,11180789638,10.0,path
11180789638,11180789637,7.2,path
11180789637,11180789636,6.9,path
11180789636,11180789635,11.0,path
11180789635,11180789634,5.9,path
11180789634,11180789633,10.4,path
11180789633,11180789632,12.2,path
11180789632,11180789631,11.0,path
11180789631,11180789630,23.0,path
11180789630,11180789629,7.8,path
11180789629,11180789628,25.0,path
11180789628,11180789627,11.6,path
11180789627,11180789626,11.4,path
11180789626,11180789625,9.5,path
11180789625,11180789624,10.8,path
11180789624,11180789623,8.7,path
11180789623,11180789622,17.0,path
11180789622,11180789621,8.6,path
11180789621,11180789620,19.6,path
11180789620,11180789619,12.9,path
11180789619,11180789618,17.5,path
11180789618,11180789617,16.2,path
11180789617,11180789616,29.2,path
11180789616,11180789615,19.1,path
11180789615,11180789614,16.9,path
11180789614,11180789613,25.7,path
11180789613,11180789612,16.4,path
