id,lat,lon
530278212,35.842547,129.2305446
530278213,35.8427931,129.2299534
5373391896,35.8431368,129.2291367
530278244,35.8442236,129.2248813
530278249,35.8445763,129.2247463
530278250,35.8447967,129.2247374
11079771515,35.8449974,129.2247549
530278248,35.8450426,129.2247588
11079771516,35.8451348,129.2248031
11079771517,35.8455336,129.2251836
11079771518,35.8457737,129.2253713
530278153,35.8462768,129.2196359
1882541521,35.8460214,129.2199319
530278148,35.8457013,129.2202753
530278227,35.8456424,129.2215075
530278228,35.8450665,129.2214664
530278230,35.8448537,129.2216914
530278253,35.8469082,129.2223349
530278254,35.846591,129.2222855
530278255,35.8465204,129.2223679
530278256,35.846614,129.222475
530278257,35.8472341,129.2231368
530278156,35.8468558,129.2197427
530278157,35.847013,129.2197844
530278158,35.8474788,129.2199529
530278114,35.8409234,129.2175515
530278119,35.8409984,129.2178853
530278113,35.840907,129.2183259
530278094,35.8402095,129.2183854
7437065257,35.851357,129.2305446
530287017,35.8509882,129.2309175
530287022,35.850723,129.2311935
530287021,35.8504776,129.2314479
530287020,35.8502245,129.2317074
7456175745,35.8499626,129.2319743
530287034,35.8497048,129.2322413
530287033,35.8494561,129.2325054
530282391,35.8491922,129.2327744
530287030,35.8489416,129.2330357
530287031,35.8486984,129.233297
530287032,35.8484437,129.2335584
7456175744,35.8481901,129.2338375
530282380,35.847924,129.2341008
530282379,35.8476732,129.2343622
530282378,35.8474353,129.234606
7456175743,35.8471959,129.2348468
530282382,35.8465245,129.2354966
530282383,35.8462287,129.2357394
530282384,35.8459638,129.2358598
530282356,35.8454915,129.235996
530282357,35.8453961,129.2360225
530282358,35.8447743,129.2361024
530282352,35.8442692,129.2361184
530282353,35.8442096,129.2360836
530282354,35.8440577,129.2358678
530282355,35.8441745,129.2354017
530282341,35.8443511,129.2346486
530282342,35.8443875,129.2344561
530282348,35.8445112,129.2339657
530282344,35.8445801,129.2336896
530282347,35.8446359,129.2335158
530282346,35.8447719,129.2330635
530282345,35.84491,129.2326546
530282351,35.8450277,129.2322748
530282330,35.8451426,129.2318927
530282334,35.8453035,129.2315287
530282335,35.845459,129.2311449
530282336,35.8456127,129.230754
530286862,35.8459552,129.2299716
530286856,35.8461955,129.2294528
530282337,35.8463129,129.2292059
530282359,35.8453927,129.2358603
530282362,35.8450042,129.2352937
530282361,35.8448072,129.2350043
530282370,35.8458429,129.2345975
4310023320,35.8455659,129.2342008
530282349,35.8454087,129.2339756
7456175742,35.8469797,129.2345685
3969210070,35.8465149,129.2338916
530282367,35.8462383,129.2334887
530282368,35.8460896,129.2332721
530282376,35.8457393,129.2327618
530282385,35.8461586,129.2350496
530282386,35.8458852,129.2353391
530282360,35.8456469,129.2355913
4309857132,35.8453068,129.2344752
4309949312,35.8450535,129.2347435
530282369,35.8458768,129.2334919
530282350,35.8456415,129.2337351
11507258919,35.8452991,129.2332294
11507258920,35.8455244,129.2329867
530282377,35.8475042,129.2328524
3969210073,35.8472479,129.2331218
